0.000000000000000000e+00,2.212281415209434721e-01,6.872712484749897432e-02,2.448149654331028824e-01,2.346934164746283524e-01,2.551172563372645086e-01,2.357326826623288574e-01,2.643350955673037794e-01,2.617143373548416196e-01,2.473905381591432751e-01,2.525868690976458830e-01,2.477068365640956171e-01,2.481586914283132328e-01,2.401156748452396850e-01,2.496498124802313257e-01,2.350097148795806667e-01,2.432334734083412275e-01,2.462157155121774965e-01,2.464868284307080437e-01,2.471194252406127279e-01,2.519994577741629382e-01
5.000000000000000000e+00,3.302155347702318000e-01,5.151145452080791581e-02,3.280918169084089953e-01,3.222177036735800471e-01,3.661379964755320793e-01,3.321133251999457414e-01,3.673128191224979133e-01,3.702046902534905648e-01,3.568749717590709580e-01,3.652342867470967924e-01,3.546156974379828797e-01,2.435949572997153367e-01,3.088427996927387009e-01,3.372192851656047874e-01,3.375807690569789243e-01,3.383489223261488266e-01,3.599023993493289386e-01,3.483801003117798500e-01,3.494193664994804105e-01,3.740002711129185031e-01
1.000000000000000000e+01,4.431340653382133676e-01,5.607518864940581188e-02,4.146220234060820076e-01,4.148027653517690205e-01,4.746735348606027638e-01,4.321991776241471683e-01,4.770231801545343764e-01,4.884551082192400417e-01,4.653201391712981638e-01,4.808639465003840541e-01,4.698386878134743205e-01,1.248023134969047793e-01,2.145406895305227712e-01,3.435904387510730906e-01,4.338258551353305070e-01,4.485563237088247557e-01,4.781076318286566207e-01,4.521259771361438862e-01,4.598526953142650364e-01,4.939225520762731136e-01
1.500000000000000000e+01,5.596448420767250465e-01,6.095522118295603614e-02,4.339162261081740968e-01,4.937869956170078400e-01,5.832994442185169826e-01,5.347250463151235200e-01,5.771090325787358033e-01,6.020514210835479219e-01,5.744430888798517376e-01,5.981654692512764493e-01,5.788260810627626762e-01,8.797614206316932417e-02,1.366860964258280464e-01,2.225837061135963191e-01,4.584067597487687107e-01,5.525281279652975996e-01,5.899417107225158885e-01,5.710541773982197311e-01,5.699245402376756919e-01,6.189056075188649197e-01
2.000000000000000000e+01,6.486376575843839642e-01,6.325968099046586079e-02,3.714246983868781382e-01,5.366228367448374614e-01,6.619673760788034045e-01,6.358501649270253964e-01,6.794541593240251975e-01,7.069721205548779031e-01,6.753874655460666565e-01,7.015046766978446646e-01,6.901179341195607941e-01,7.568568975645022234e-02,1.059599656590303196e-01,1.534047264018797152e-01,3.450815598029913223e-01,6.386968505715964195e-01,7.024083864262798960e-01,6.852830870724323509e-01,6.773756269486240766e-01,7.447020017170484785e-01
2.500000000000000000e+01,7.116036329131083527e-01,6.316931001762234044e-02,2.864759839139668363e-01,5.236997876282138975e-01,6.987031765396953809e-01,7.005557814829876939e-01,7.479553567394153779e-01,7.964393836699651397e-01,7.602006235597125183e-01,7.896615607067009046e-01,7.830192942027019987e-01,6.890786679318602892e-02,9.231394875965838465e-02,1.260223216302923388e-01,2.370882472549817044e-01,6.776919253535763632e-01,8.048438841444127689e-01,7.747955356739414379e-01,7.697347611947042978e-01,8.627264922506889810e-01
3.000000000000000000e+01,7.633184221228141997e-01,6.167818896570421289e-02,2.168903348244543838e-01,4.752157606976639137e-01,7.182684921603180728e-01,7.469160905517147064e-01,7.962586417242781822e-01,8.542316208033978731e-01,8.345759342099317024e-01,8.644887262211377044e-01,8.654376214359947861e-01,6.493154398807103600e-02,8.472278704080249412e-02,1.112466675703763785e-01,1.773530342054132347e-01,6.609732953775248054e-01,8.757850978265780961e-01,8.521530884279969742e-01,8.362026117211152076e-01,9.575708282499660884e-01
3.500000000000000000e+01,8.018164565541547883e-01,5.914780172608558040e-02,1.690389047038091119e-01,4.196376123988974638e-01,6.903890470380913413e-01,7.597035832090733853e-01,8.201617640413898513e-01,8.941304053138132701e-01,8.723058153721024999e-01,9.199313180606388807e-01,9.183950115222989652e-01,6.027743888662961957e-02,7.961682707514346202e-02,1.038362477972075287e-01,1.482987664362207247e-01,5.754823550675522981e-01,9.418914644616149801e-01,9.150061000406669587e-01,8.908770502914463707e-01,1.023677194885002750e+00
4.000000000000000000e+01,8.477023180154534820e-01,5.883150332113325914e-02,1.399394514481948348e-01,3.535312457638606354e-01,6.535176901179341469e-01,7.568117120780805118e-01,8.282951515973069334e-01,9.150512855270886980e-01,8.874429533233926248e-01,9.416203515430843218e-01,9.773620713026976992e-01,5.828927748407211618e-02,7.532420586507614091e-02,9.868510234512674340e-02,1.347431205096922824e-01,4.479689123853418109e-01,9.803443134065338294e-01,9.569382314400614042e-01,9.251728344855632002e-01,1.087524287198951667e+00
4.500000000000000000e+01,8.329944421851701586e-01,5.765668067416745979e-02,1.259771361438705994e-01,2.962812344674889964e-01,6.065247842393023392e-01,7.470516470109801466e-01,8.240477158736614349e-01,9.127920112060006197e-01,9.004563734128597785e-01,9.791694907595679398e-01,1.008268944015182411e+00,5.598481767656229152e-02,7.274863313903573436e-02,9.452803759432470976e-02,1.269260313587275701e-01,3.436356242374949410e-01,1.013103791062310854e+00,9.878451041525462273e-01,9.571189733857484727e-01,1.112963716054403251e+00
5.000000000000000000e+01,8.438389589263928237e-01,5.584926121729700405e-02,1.140933532149473462e-01,2.511409335321494463e-01,5.568207491753648375e-01,7.240974199087252261e-01,8.091365053544801178e-01,9.080023496452939158e-01,9.112105191812389648e-01,9.903754913921648528e-01,1.020469025349058034e+00,5.300257557272605030e-02,7.012787492657358845e-02,9.159098097691020790e-02,1.200126519361980892e-01,2.736433057701866400e-01,1.020514210835479663e+00,9.974244272739595241e-01,9.791694907595681618e-01,1.142469838687813377e+00
5.500000000000000000e+01,8.467534228005964003e-01,5.458406759748769127e-02,1.060955221182956071e-01,2.163932944738150288e-01,4.999322217703672799e-01,6.993357733496000650e-01,7.930504721883330221e-01,8.832858885725904941e-01,9.011341557091862020e-01,9.971081288690073485e-01,1.040486195833898231e+00,5.255072070850843463e-02,6.945009263024716495e-02,8.942207762866566378e-02,1.149518774569608243e-01,2.341511906375672025e-01,1.024671275586281682e+00,1.025303872396186256e+00,9.902399349328995237e-01,1.178392300393113601e+00
6.000000000000000000e+01,8.513623424156160358e-01,5.490036600244001946e-02,1.002214088834666450e-01,1.900049704035063902e-01,4.506348560842257100e-01,6.734444896299308647e-01,7.738014549726628388e-01,8.702272829967014900e-01,9.038904703809137464e-01,9.974244272739595241e-01,1.041028421670959325e+00,5.160182549365144311e-02,6.755230220053319579e-02,8.747910171252992750e-02,1.100266594369888190e-01,2.102480683204554779e-01,1.008043016583073381e+00,1.045592155799557332e+00,9.985088789480819349e-01,1.203650987302878228e+00
6.500000000000000000e+01,8.486512132303104528e-01,5.404184176042655524e-02,9.836880394017440132e-02,1.724730016718629966e-01,4.010663774795535930e-01,6.436672540779900809e-01,7.467805340924495994e-01,8.463241606795897098e-01,8.831503321133252760e-01,9.907369752835388788e-01,1.051466269034386114e+00,5.015588992815508268e-02,6.786860060548551010e-02,8.553612579639419122e-02,1.064118205232479353e-01,1.952916723148524492e-01,9.747864985766572232e-01,1.044191405720482635e+00,1.016221589625412314e+00,1.208350277890741564e+00
7.000000000000000000e+01,8.374000271112918004e-01,5.309294654556956372e-02,8.838281144096515884e-02,1.591884686638651569e-01,3.599023993493290496e-01,6.152907686051239944e-01,7.258144683927523211e-01,8.262618047083277739e-01,8.661154037323210986e-01,9.882517735303421036e-01,1.059418914644616239e+00,4.866476887623696207e-02,6.764267317337670227e-02,8.368352085310197530e-02,1.055081107948127039e-01,1.823686231982287465e-01,9.173105598481767764e-01,1.042790655641408160e+00,1.025936469206091051e+00,1.207491753648727961e+00
7.500000000000000000e+01,8.537345804527585180e-01,5.182775292576025095e-02,8.237314174687089541e-02,1.491121051918123941e-01,3.224436311056888549e-01,5.846550088111698296e-01,6.978898377841037393e-01,7.993764402873796415e-01,8.462789751931679705e-01,9.682797885319236464e-01,1.054764809543174753e+00,4.830328498486285982e-02,6.547376982513215815e-02,8.196647236907504686e-02,1.019384573674935596e-01,1.731959694546111594e-01,8.318648050246260084e-01,1.039537300619041149e+00,1.027743888662961735e+00,1.216393294473814946e+00
8.000000000000000000e+01,8.538023586823911826e-01,5.169219646649495653e-02,8.015905291220459805e-02,1.394875965839772192e-01,2.932538068772310713e-01,5.626044914373503625e-01,6.743030138719442457e-01,7.786363020197911711e-01,8.268944015182322360e-01,9.513352311237630587e-01,1.056888527404997502e+00,4.739957525642763542e-02,6.380190682752699682e-02,8.128869007274863723e-02,9.886584429081379799e-02,1.669151868419863627e-01,7.361619447833356311e-01,1.040938050698115847e+00,1.034250598707695090e+00,1.217658488093624314e+00
8.500000000000000000e+01,8.626135285346346881e-01,5.087885771090325943e-02,7.622791559351137225e-02,1.308119831909990427e-01,2.691247571280104833e-01,5.313813203199132529e-01,6.496769237720844137e-01,7.519316795445303292e-01,8.043920292801951533e-01,9.430211016221589082e-01,1.074465681623062663e+00,4.604401066377480228e-02,6.506710044733630960e-02,8.065609326284396696e-02,9.814287650806559349e-02,1.589173557453346097e-01,6.449324476977995602e-01,1.036600244001626647e+00,1.041209163616646283e+00,1.237540102119199403e+00
9.000000000000000000e+01,7.551850345668971176e-01,5.020107541457683592e-02,7.509827843296733307e-02,1.268356603858840359e-01,2.479779494826261921e-01,4.999774072567890748e-01,6.217071076770140925e-01,7.277122588224663735e-01,7.838326329582937513e-01,9.145542451764493430e-01,1.059961140481677333e+00,4.590845420450950787e-02,6.231078577560886927e-02,7.799014956396005394e-02,9.565767475486874893e-02,1.550314039130631372e-01,5.613392978175409942e-01,1.033437259952103338e+00,1.038949889295558204e+00,1.231123763047309305e+00
9.500000000000000000e+01,7.629795309746509879e-01,5.051737381952917105e-02,7.387827029957977354e-02,1.212778455560074020e-01,2.312593195065744955e-01,4.711490669197053727e-01,5.990691789797116806e-01,7.037639510189327430e-01,7.624147123943788573e-01,8.919163164791469312e-01,1.060955221182956043e+00,4.649586552799241795e-02,6.131670507433012451e-02,7.749310921332068502e-02,9.488952148569879119e-02,1.488409922732818191e-01,5.030952058198906451e-01,1.014866025032759245e+00,1.055623333785188356e+00,1.241651981383579573e+00
1.000000000000000000e+02,8.188287921919479295e-01,4.974922055035922025e-02,7.261307667977046076e-02,1.120600063259680895e-01,2.200533188739776380e-01,4.408747910171252893e-01,5.688400885635533921e-01,6.916090551714789703e-01,7.365686141611313964e-01,8.631331616284848574e-01,1.024309791694907545e+00,4.604401066377480228e-02,6.199448737065654108e-02,7.582124621571550982e-02,9.412136821652884733e-02,1.453165243323844280e-01,4.479237268989200715e-01,9.952555239257150355e-01,1.060774479237269086e+00,1.234603045501784679e+00
1.050000000000000000e+02,7.615561881523654764e-01,4.500474447607428347e-02,7.216122181555284509e-02,1.042429171750033773e-01,2.078984230265238653e-01,4.121820071393068052e-01,5.395598933622520743e-01,6.511228593375807394e-01,7.156477339478559685e-01,8.179928606931453627e-01,1.032217251818715820e+00,4.441733315259138726e-02,6.113596312864307686e-02,7.609235913424608477e-02,9.190727938186254997e-02,1.407076047173647926e-01,4.133568297862726393e-01,9.525100537707288373e-01,1.060322624373051470e+00,1.230626722696669839e+00
