0.000000000000000000e+00,1.303599325489634454e-02,5.784624723695772075e-03,8.823673883868702814e-03,1.840442081642613102e-03,1.970890226716090141e-02,6.821063101753632035e-03,2.220024153939563136e-02,6.430483721600265511e-03,2.700943316411986810e-03,1.528204948636970040e-02,1.275768019075857081e-02,3.868310465107688279e-03,4.103429337348549720e-03,6.318055690572812848e-03,5.259404284289542070e-03,1.138216931901650693e-02,1.940131351535909210e-02,1.361336048630466984e-02,2.363507628326239930e-03,5.324798520103665375e-03
0.000000000000000000e+00,1.706181470126144281e-02,4.444515741020742608e-03,5.753303164754229766e-03,6.140572944506509853e-03,2.195386974197423638e-02,1.231028801204563615e-02,2.936583869663713514e-02,8.430696383606462244e-03,8.161954861459900720e-03,1.849356454800389279e-02,2.021428174540459630e-02,4.744476074284936784e-03,4.278805513048706925e-03,1.063088802137782986e-02,5.155305593302790361e-03,1.426309063432582361e-02,1.908026385784240136e-02,1.952013013420089704e-02,1.302565207663405021e-03,5.064807290841649538e-03
0.000000000000000000e+00,1.667840313494091051e-02,2.622705139565577326e-03,7.957906952045897681e-03,4.851709412545300928e-03,2.119382359484659265e-02,6.899189020042123359e-03,3.357534013574054593e-02,1.026058828903287506e-02,4.619539259547992237e-03,2.410174531278210658e-02,3.057421772760355455e-02,3.365333004629774728e-03,1.102044278818933506e-02,9.709413751692900704e-03,2.040623792897965430e-02,1.422245037126637114e-02,2.124087966004745143e-02,2.765097035174402321e-02,5.395646593675096532e-03,7.007539121078803362e-03
0.000000000000000000e+00,2.482589891925117767e-02,4.202978972204956740e-03,2.218782228606607995e-02,7.635010239529500635e-03,1.286287234840875239e-02,9.572180298979623622e-03,4.287964579211824001e-02,2.583918519324135410e-02,7.826355824719824885e-04,1.669180246719095470e-02,2.967943589844810118e-02,4.014394169706070499e-03,7.220635074940375507e-03,1.255270379385395665e-02,1.790235058222092168e-02,2.935665965529036733e-02,2.267280558991151621e-02,2.519539643520286865e-02,1.549163825534567891e-02,1.279435645453688535e-02
0.000000000000000000e+00,2.281298819606861206e-02,3.092153469960801006e-03,2.884136894396892997e-02,1.016251625776545646e-02,2.428403576165858932e-02,1.502191479101874956e-02,4.728809575128557763e-02,1.799653461753339401e-02,6.529732739489700274e-03,2.348180653893049141e-02,3.756748624039820544e-02,2.857423840542650233e-03,4.071962005659331661e-03,9.248024214115014435e-03,2.257099852768345433e-02,2.018941941256551312e-02,1.484967235217790095e-02,2.882618013493209660e-02,2.220272455644573678e-02,1.360593446404717924e-02
0.000000000000000000e+00,3.134389554669932826e-02,6.275253896761672466e-03,2.824045908063216315e-02,7.799308159139415643e-03,3.207918142051197768e-02,2.270843812416421456e-02,5.596796631499729308e-02,2.446196341661122098e-02,4.614896172034520586e-03,2.981327984580798771e-02,3.724827415953602811e-02,2.075091501189283913e-03,3.461338033022554744e-03,5.174872640990607446e-03,1.998894790962913934e-02,1.212857914766267767e-02,2.699593641431371691e-02,4.123620658061979971e-02,2.398404587634167875e-02,2.470340587555858863e-02
0.000000000000000000e+00,1.361111060437713953e-02,4.228405574212338452e-03,2.465451153724354180e-02,1.538570789028080761e-02,3.820344028060215780e-02,3.145932205176629748e-02,5.299564128488858800e-02,4.446465387749717196e-02,7.862664157792841405e-03,2.904653671960978623e-02,5.981732447361735178e-02,3.158785467732425599e-03,3.437365414967049823e-03,5.526870303202704830e-03,1.168409659492584789e-02,1.167439426313955642e-02,3.452443211114612082e-02,4.861364088322692872e-02,2.293803288870282370e-02,2.587211419183572600e-02
0.000000000000000000e+00,2.703051542559397474e-02,5.917056268535846736e-03,1.821759793294086896e-02,1.562745126927785402e-02,4.505432592874222125e-02,5.344455594227860012e-02,4.299028011648468872e-02,2.935008653292071890e-02,1.859200203535643983e-02,4.832817497204561913e-02,4.816891537178226435e-02,2.257466178084460446e-03,1.820363931000290071e-03,6.304468458307433375e-03,8.607568315785574242e-03,2.755377469109544092e-02,2.767554791441388315e-02,4.880729093420226039e-02,3.226927136077752806e-02,4.599687212861950508e-02
0.000000000000000000e+00,3.115218976353910721e-02,4.926875923921985624e-03,1.295705149011982735e-02,2.048069244765022417e-02,5.440477051735422703e-02,6.369321867867300258e-02,4.862705773776986040e-02,4.024916067248964641e-02,1.264773970696330546e-02,6.250451352380172187e-02,5.555516507366828338e-02,2.711129185305680145e-03,1.384623690393078184e-03,5.376313410614598498e-03,8.885930116075578186e-03,2.868623657215241263e-02,2.787193760838501191e-02,4.221323328884115517e-02,3.577483663229232003e-02,3.061605978561919919e-02
0.000000000000000000e+00,5.847026386387338404e-02,6.176874173796952257e-03,1.295705149011983602e-02,1.332619509252531281e-02,5.047441317373401598e-02,7.673465504240832569e-02,5.171865322392073944e-02,2.715643974753369563e-02,2.121678729008820083e-02,4.997169562669067505e-02,6.987498288581382722e-02,2.801135735362859317e-03,2.974015213393764456e-03,5.505216903174017622e-03,8.622854240130975109e-03,2.877151918674272432e-02,2.248167538880631658e-02,4.937537421472096982e-02,4.587045776652643597e-02,4.737350782228518659e-02
